CUI;Denumire;Forma Juridica;Judet;Localitate;Strada;Nr;Stare ANAF;Nr Reg Com;Cod CAEN;Platitor TVA;e-Factura;Inactiv;An Bilant;Cifra Afaceri (RON);Venituri Totale (RON);Profit Brut (RON);Profit Net (RON);Pierdere Neta (RON);Nr Angajati;Active Imobilizate (RON);Active Circulante (RON);Capitaluri Proprii (RON);Datorii Totale (RON);Ani Disponibili MF;Sync ANAF;Sync MFinante
14918042;SC LOCATIVSERV SRL PRIN LICHIDATOR SC ALPINSOLV SRL;;;;;;;;;NU;NU;NU;;;;;;;;;;;;;NU;NU
