CUI;Denumire Firma;Tribunal;Dosar;Tip Procedura;Data Publicare;Administrator Judiciar;In DB
;Bull-Taur Farm SRL;;;;02.12.2024;;NU
39910516;BULL- TAUR FARM SRL cu sediul în sa;Tribunalul Arad;71/1259/2020;Insolvență;25.11.2024;provizoriu al;NU
